Deal Type;Announce Date;Target Name;Acquirer Name;Seller Name;Announced Total Value (mil.);Payment Type;TV/EBITDA;Deal Status;Nature of Bid;Target ISIN;Acquirer ISIN;Competing Bid Premium;Premium to 1-Month Avg Px (%);Percent Sought;Percent Owned;Net Debt
M&A;12/01/2001;Asturiana de Zinc SA;Xstrata AG;;520.07;Cash; ;Completed;Friendly;ES0111100113;CH0010782446;0.0000;33.0877;92.739998;0.000000;42.389389
M&A;15/01/2001;Legrand France SA;Schneider Electric SE;;7832.12;Cash and Stock;13.84;Completed;Friendly;FR0000120610;FR0000121972;0.0000;0;98.099998;0.000000;1531.000000
M&A;15/01/2001;KT M.Com Co Ltd;KT Freetel Co Ltd;;2056.28;Stock;37.84;Completed;Friendly;KR7030700009;KR7032390007;0.0000;-12.6521;100.000000;0.000000;1198137.000000
M&A;15/01/2001;Xircom Inc;Intel Corp;;445.44;Cash;7.58;Completed;Friendly;US9839221051;US4581401001;0.0000;58.4507;100.000000;0.000000;-308.489014
M&A;16/01/2001;Nestle Purina PetCare Co;Nestle SA;;11856.11;Cash; ;Completed;Friendly;US7512773026;CH0038863350;0.0000;35.5706;100.000000;0.000000;1296.099976
M&A;16/01/2001;Allaire Corp;Macromedia Inc;;281.84;Cash and Stock; ;Completed;Friendly;US0167141078;US5561001059;0.0000;163.155;100.000000;0.000000;-117.834999
M&A;16/01/2001;First International Bancorp Inc;United Parcel Service Inc;;78.00;Stock;4.80;Completed;Friendly;US32054Q1004;US9113121068;0.0000;-16.6219;100.000000;0.000000;0.000000
M&A;16/01/2001;MDECHEM Inc;Adino Energy Corp;;N/A;Stock; ;Terminated;Friendly;US5828263013;US00687R1005;0.0000;0;100.000000;0.000000;0.000000
M&A;17/01/2001;WebTrends Corp;NetIQ Corp;;915.38;Stock;80.06;Completed;Friendly;US94844D1046;US64115P1021;0.0000;36.5124;100.000000;0.000000;-79.283173
M&A;17/01/2001;Casino Data Systems;Aristocrat Leisure Ltd;;173.40;Cash;9.42;Completed;Friendly;US1475831087;AU000000ALL7;0.0000;37.2712;100.000000;0.000000;0.000000
M&A;17/01/2001;Peoples Banctrust Co Inc;BancTrust Financial Group Inc;;95.67;Stock; ;Terminated;Friendly;US7097961061;US05978R1077;0.0000;-7.52944;100.000000;0.000000;32.421009
M&A;18/01/2001;Numac Energy Inc;Anderson Exploration Ltd;;606.88;Cash; ;Completed;Friendly;CA67052A1030;CA0339011094;0.0000;28.9775;100.000000;0.000000;148.341003
M&A;18/01/2001;Indigo Books & Music Inc;Future Shop Ltd;;165.49;Cash or Stock; ;Terminated;Friendly;CA45567S1083;CA3609131071;0.0000;45.0727;100.000000;0.000000;69.277000
M&A;18/01/2001;Texoil Inc;Devon OEI Operating LLC;;75.78;Cash;2.92;Completed;Friendly;US8829065064;US67481E1064;0.0000;12.3656;100.000000;0.000000;20.777000
M&A;18/01/2001;Intercontinental Life Corp;Financial Industries Corp;;44.61;Stock; ;Completed;Friendly;US4585931003;US3175741012;0.0000;4.57282;52.000000;48.000000;0.000000
M&A;18/01/2001;First Deposit Bancshares Inc;Community First Banking Co/GA;;26.93;Cash or Stock; ;Completed;Friendly;US32090F1003;US2039131089;0.0000;22.0456;100.000000;0.000000;0.000000
M&A;19/01/2001;Falck-SpA;Edison SpA/Pre-Merger with Italenergia SpA;;298.73;Stock;8.28;Terminated;Friendly;IT0000078003;IT0001345062;0.0000;18.0613;20.400000;79.599998;0.000000
M&A;19/01/2001;Fuji Coca-Cola Bottling Co;Coca-Cola Bottlers Japan Inc;;274.98;Stock;2.80;Completed;Friendly;JP3813000001;JP3293300004;0.0000;0;100.000000;0.000000;0.000000
M&A;19/01/2001;Chukyo Coca-Cola Bottling;Coca-Cola Bottlers Japan Inc;;N/A;Stock; ;Completed;Friendly;JP3520200001;JP3293300004;0.0000;0;100.000000;0.000000;0.000000
M&A;22/01/2001;Sonoco Protective Solutions Inc;Svenska Cellulosa AB SCA;;286.09;Cash;6.25;Completed;Friendly;US9009021075;SE0000112724;0.0000;64.6672;100.000000;0.000000;76.581001
M&A;22/01/2001;Guest Supply Inc;Sysco Corp;;223.83;Stock;8.12;Completed;Friendly;US4016301081;US8718291078;0.0000;34.3415;100.000000;0.000000;39.754002
M&A;22/01/2001;Nortrans Offshore Ltd;Prosafe SE;;210.87;Cash and Stock;8.32;Completed;Friendly;BMG6669A1099;NO0010861990;0.0000;-27.2884;100.000000;0.000000;28.160999
M&A;22/01/2001;HUB International Group Northeast Inc;HUB International Ltd;;89.25;Cash;5.27;Completed;Friendly;US4865891042;CA44332P1018;0.0000;0;100.000000;0.000000;-33.058998
M&A;23/01/2001;Banco BBVA Argentina SA;Banco Bilbao Vizcaya Argentaria SA;;678.22;Stock; ;Terminated;Friendly;ARP125991090;ES0113211835;0.0000;23.4599;32.000000;68.000000;0.000000
INV;23/01/2001;Hercules LLC;International Specialty Products Inc/Old;;437.50;Cash;2.92;Terminated;Friendly;US4270561065;US4603371083;0.0000;-3.26105;23.270000;10.000000;0.000000
M&A;23/01/2001;Alliance Bancorp Inc/IL;Charter One Financial Inc;;245.30;Cash and Stock;9.68;Completed;Friendly;US01852J1051;US1609031000;0.0000;-3.16043;100.000000;0.000000;0.000000
M&A;23/01/2001;SKB Banka dd;Societe Generale SA;;134.13;Cash; ;Completed;Friendly;SI0021103013;FR0000130809;0.0000;24.5824;96.500000;0.000000;0.000000
M&A;23/01/2001;Netopia Inc;Proxim Inc;;128.40;Stock; ;Terminated;Friendly;US64114K1043;US7442841000;0.0000;112.554;100.000000;0.000000;-59.777000
M&A;23/01/2001;Smart Modular Technologies MA Inc;Solectron Corp;;62.18;Stock;3.99;Completed;Friendly;US1513922062;US8341821077;0.0000;0;100.000000;0.000000;-0.738000
M&A;23/01/2001;Gemstar Communications Inc;Sirit Technologies Corp;;2.63;Stock; ;Completed;Friendly;CA36866M1086;CA82966K1057;0.0000;0;100.000000;0.000000;0.000000
M&A;24/01/2001;F&M National Corp;Truist Financial Corp;;1002.97;Stock;11.73;Completed;Friendly;US3023741032;US89832Q1094;0.0000;-0.866738;100.000000;0.000000;0.000000
M&A;24/01/2001;Beazer Group PLC;Persimmon PLC;;971.62;Cash and Stock;6.31;Completed;Friendly;GB0000921048;GB0006825383;0.0000;2.01409;100.000000;0.000000;127.099998
M&A;24/01/2001;Virginia Capital Bancshares Inc;Truist Financial Corp;;171.85;Stock;12.97;Completed;Friendly;US9277581024;US89832Q1094;0.0000;-29.4427;100.000000;0.000000;0.000000
M&A;24/01/2001;Medical Resources Management Inc;Emergent Group Inc;;1.31;Stock; ;Completed;Friendly;US5849731014;US29089V2034;0.0000;1008.21;100.000000;0.000000;0.000000
M&A;25/01/2001;Sodexo Inc;Sodexo SA;;1995.02;Cash;10.21;Completed;Friendly;US8337931021;FR0000121220;0.0000;41.7105;52.000000;48.000000;927.000000
M&A;25/01/2001;Segerstrom & Svensson AB;Sanmina Corp;;437.34;Stock; ;Completed;Friendly;SE0000264574;US8010561020;0.0000;900.589;100.000000;0.000000;257.769989
M&A;25/01/2001;Bargo Energy Co;Mission Resources Corp;;218.41;Cash and Stock;2.95;Completed;Friendly;US0675871059;US6051091071;0.0000;0;100.000000;0.000000;18.410999
M&A;26/01/2001;RBC Bancorporation USA;Royal Bank of Canada;;2282.35;Stock; ;Completed;Friendly;US15640T1007;CA7800871021;0.0000;-58.7973;100.000000;0.000000;2272.295898
M&A;26/01/2001;Heartport Inc;Johnson & Johnson;;108.27;Stock; ;Completed;Friendly;US4219691064;US4781601046;0.0000;-39.9953;100.000000;0.000000;28.030001
M&A;26/01/2001;TCI International Inc;SPX Corp;;24.86;Cash;14.06;Completed;Friendly;US8722931057;US7846351044;0.0000;16.0896;100.000000;0.000000;-16.357000
M&A;29/01/2001;Mackenzie Financial Corp;IGM Financial Inc;;2620.04;Cash or Stock;7.12;Completed;Friendly;CA5545311030;CA4495861060;0.0000;0;100.000000;0.000000;0.000000
M&A;29/01/2001;Agile Software Corp;Ariba Inc;;2314.07;Stock;437.77;Terminated;Friendly;US00846X1054;US04033V2034;0.0000;693.592;100.000000;0.000000;-298.636993
M&A;29/01/2001;Dallas Semiconductor Corp;Maxim Integrated Products Inc;;2256.72;Stock;12.19;Completed;Friendly;US2352041048;US57772K1016;0.0000;5.64489;100.000000;0.000000;-252.589996
M&A;29/01/2001;Walt Disney Internet Group;Walt Disney Co/The;;269.55;Stock; ;Completed;Friendly;US2546872050;US2546871060;0.0000;2.82471;29.000000;71.000000;0.000000
M&A;29/01/2001;Ranchero Energy Inc;Cypress Energy Inc;;21.73;Cash or Stock; ;Completed;Friendly;CA7518941066;CA2329471015;0.0000;0;100.000000;0.000000;0.000000
M&A;29/01/2001;Command Systems Inc;ICICI Ltd;;20.03;Cash; ;Completed;Friendly;US2009031020;INE005A01011;0.0000;118.845;100.000000;0.000000;-18.249001
M&A;30/01/2001;Wisconsin Central Ltd;Canadian National Railway Co;;1137.20;Cash;9.48;Completed;Friendly;US9765921054;CA1363751027;0.0000;8.9287;100.000000;0.000000;341.589996
M&A;30/01/2001;British American Tobacco Australasia Ltd;British American Tobacco PLC;;592.13;Cash;8.42;Completed;Friendly;AU000000BAM6;GB0002875804;0.0000;38.8032;40.500000;59.500000;0.000000
M&A;30/01/2001;Credit Management Solutions Inc;CoreLogic Inc/United States;;68.95;Stock; ;Completed;Friendly;US2249051093;US21871D1037;0.0000;0;100.000000;0.000000;-4.087000
M&A;30/01/2001;J-Cos Corp;MIRAIT Technologies Corp;;39.36;Stock;6.67;Completed;Friendly;JP3386100006;JP3259600009;0.0000;-20.6131;100.000000;0.000000;0.000000
M&A;30/01/2001;First Bancorp of Indiana Inc;Pulaski Financial Corp;;31.91;Cash and Stock; ;Terminated;Hostile;US31867T2024;US7455481074;0.0000;108.361;100.000000;0.000000;-2.581000
M&A;30/01/2001;CrossKeys Systems Corp;Orchestream Holdings PLC;;27.76;Cash and Stock; ;Completed;Friendly;CA2279111041;GB0006741150;0.0000;0;100.000000;0.000000;-16.650000
M&A;30/01/2001;ReGen Biologics Inc;H Quotient Inc;;1.21;Stock; ;Terminated;Hostile;US75884M3025;US40426E1010;0.0000;-95.2861;51.000000;0.000000;0.000000
INV;31/01/2001;Ando Electric Co Ltd;Yokogawa Electric Corp;NEC Corp;113.27;Cash;10.64;Completed;;JP3128400003;JP3955000009;0.0000;0;33.000000;0.000000;0.000000
M&A;31/01/2001;Lamar Capital Corp;Hancock Whitney Corp;;47.38;Cash;6.52;Completed;Friendly;US51282P1066;US4101201097;0.0000;35.64;100.000000;0.000000;0.000000
M&A;31/01/2001;Taihei Paper Manufacturing Co Ltd;Dynic Corp;;29.99;Stock;8.94;Completed;Friendly;JP3446800009;JP3493000008;0.0000;1.17814;49.939999;50.060001;3048.699951
M&A;31/01/2001;Wasatch Interactive Learning Corp;Edmentum Holdings Inc;;11.85;Stock; ;Completed;Friendly;US9367941062;US72764Y1001;0.0000;0;100.000000;0.000000;0.000000
M&A;31/01/2001;Team SA;Cobham Ltd;;2.28;Cash; ;Completed;Friendly;FR0000033466;GB00B07KD360;0.0000;8.73088;80.300003;0.000000;0.000000
M&A;01/02/2001;ReplayTV Inc;SONICblue Inc;;109.47;Stock; ;Completed;Friendly;US7599431035;US83546Q1094;0.0000;0;100.000000;0.000000;0.000000
M&A;01/02/2001;Pennsylvania Capital Bank/The;Three Rivers Bancorp Inc;;22.21;Cash and Stock; ;Completed;Friendly;US7086751036;US88562Q1076;0.0000;0;100.000000;0.000000;0.000000
M&A;01/02/2001;Sensory Science Corp;SONICblue Inc;;20.79;Stock; ;Completed;Friendly;US81726X1000;US83546Q1094;0.0000;-41.8235;100.000000;0.000000;13.554000
M&A;02/02/2001;CMC Electronics Inc;Onex Corp;;235.93;Cash;4.92;Completed;Friendly;CA0552311049;CA68272K1030;0.0000;9.49049;100.000000;0.000000;-222.593002
M&A;02/02/2001;LSC Inc;Oracle America Inc;;73.00;Stock; ;Completed;Friendly;US50215V1070;US8668102036;0.0000;0;100.000000;0.000000;-1.001324
M&A;02/02/2001;Community Trust Financial Services Corp;GB&T Bancshares Inc;;32.25;Stock;11.25;Completed;Friendly;US2041541085;US3614621049;0.0000;1.95928;100.000000;0.000000;0.000000
M&A;02/02/2001;dotWAP.com Holdings Corp;Syngas Ltd;;N/A;Stock; ;Terminated;Friendly;US25856T1088;AU000000SYS7;0.0000;0;100.000000;0.000000;0.000000
M&A;04/02/2001;Intraco Ltd;Teledata Singapore Ltd;;0.06;Stock; ;Completed;Friendly;SG1D87001195;SG0564006450;0.0000;0;49.000000;51.000000;0.000000
M&A;05/02/2001;UTI Energy Corp;Patterson-UTI Energy Inc;;1323.61;Stock;23.97;Completed;Friendly;US9033871081;US7034811015;0.0000;-51.3304;100.000000;0.000000;24.649000
M&A;05/02/2001;Scott Technologies Inc;Johnson Controls International plc;;402.45;Stock;7.86;Completed;Friendly;US8100223010;IE00BY7QL619;0.0000;0;100.000000;0.000000;7.075996
M&A;05/02/2001;PC Lan ASA;Catella AB;;50.32;Stock;13.83;Completed;Friendly;NO0010022734;SE0000188518;0.0000;0;100.000000;0.000000;149.182999
M&A;05/02/2001;Circle.com;Havas SA;;37.56;Stock; ;Completed;Friendly;US8329142041;FR0000121881;0.0000;75.2778;100.000000;0.000000;0.000000
M&A;05/02/2001;Women.com Networks Inc;iVillage Inc;;25.24;Cash and Stock; ;Completed;Friendly;US9781491025;US46588H1059;0.0000;0;100.000000;0.000000;0.000000
M&A;05/02/2001;Egreetings Network Inc;American Greetings Corp;;24.43;Cash; ;Completed;Friendly;US2823431026;US0263751051;0.0000;116.234;80.000000;20.000000;0.000000
M&A;05/02/2001;Athey Products Corp;Alamo Group Inc;;16.73;Cash; ;Terminated;Friendly;US0474651090;US0113111076;0.0000;0;100.000000;0.000000;5.732000
M&A;05/02/2001;RTL Group SA;Bertelsmann SE & Co KGaA;Groupe Bruxelles Lambert - Groep Brussel Lambert S;N/A;Stock; ;Completed;;LU0061462528;DE0005224901;0.0000;;30.000000;37.000000;0.000000
M&A;06/02/2001;EDP Espana SA;RWE AG;;3531.52;Cash;11.04;Terminated;Friendly;ES0144460112;DE0007037129;0.0000;16.8822;100.000000;0.000000;855.438477
M&A;06/02/2001;Morrison Management Specialists Inc;Compass Group PLC;;585.10;Cash;16.16;Completed;Friendly;US6184591013;GB00BD6K4575;0.0000;21.6929;100.000000;0.000000;51.248001
M&A;06/02/2001;Uproar Inc;Vivendi SA;;112.53;Cash; ;Completed;Friendly;US9167061046;FR0000127771;0.0000;106.452;100.000000;0.000000;-14.981000
INV;06/02/2001;Ebix Inc;Brit Insurance Holdings BV;;7.00;Cash; ;Completed;Friendly;US2787152063;NL0009347863;0.0000;0;37.000000;0.000000;0.000000
INV;07/02/2001;Barncott Estate Ltd;Allied Domecq Ltd;;124.95;Cash;20.06;Completed;Friendly;NZCILE0001S1;GB0007294571;0.0000;24.1851;27.000000;0.000000;0.000000
M&A;07/02/2001;Labtec Inc;Logitech International SA;;116.31;Cash and Stock;8.63;Completed;Friendly;US5054502050;CH0025751329;0.0000;0;100.000000;0.000000;41.035000
M&A;07/02/2001;SPCS-Gruppen ASA;Visma AS;;71.33;Stock;25.79;Completed;Friendly;NO0003057200;NO0003054405;0.0000;-8.69734;100.000000;0.000000;-73.667999
M&A;07/02/2001;Concord Land Development Co Ltd;Pacific Concord Holding Ltd;;54.54;Stock;37.22;Completed;Friendly;KYG2344K1094;HK0438001833;0.0000;63.6888;25.000000;75.000000;0.000000
M&A;08/02/2001;First Federal Of East Hartford;Connecticut Bancshares Inc/de;;109.06;Cash;9.73;Completed;Friendly;US3199441045;US2075401057;0.0000;12.5623;100.000000;0.000000;0.000000
M&A;08/02/2001;Accumed International Inc;MEDITE Cancer Diagnostics Inc;;6.24;Stock; ;Completed;Friendly;US0043833039;US58503D2009;0.0000;3514.52;100.000000;0.000000;0.334000
M&A;09/02/2001;Memotec Communications Inc;Kontron AG;;49.33;Stock; ;Completed;Friendly;CA5859091046;DE0006053952;0.0000;0;100.000000;0.000000;7.395000
M&A;09/02/2001;Kraftwerk Altwuerttemberg AG;RWE AG;;44.37;Cash;11.52;Completed;Friendly;DE0006328008;DE0007037129;0.0000;83.571;20.000000;80.000000;0.000000
M&A;09/02/2001;Carnival Group International Holdings Ltd;Celestial Asia Securities Holdings Ltd;;17.33;Stock;24.87;Completed;Friendly;BMG1991V1292;BMG2007W1432;0.0000;95.6392;69.209999;0.000000;0.000000
M&A;09/02/2001;China Baoli Technologies Holdings Ltd;China Strategic Holdings Ltd;;N/A;Stock; ;Completed;Friendly;BMG2119D1166;HK0235034623;0.0000;0;51.099998;0.000000;0.000000
M&A;10/02/2001;Hi Sun Holdings Ltd;Hi Sun Ltd;Guangdong Investment Ltd;4.04;Cash; ;Completed;;HK0818010172;N.A.;0.0000;;57.160000;0.000000;0.000000
M&A;12/02/2001;Conectiv LLC;Potomac Electric Power Co;;4986.45;Cash or Stock;5.94;Completed;Friendly;US2068291036;US7376791007;0.0000;38.4209;100.000000;0.000000;2914.823975
M&A;12/02/2001;Sema PLC;Schlumberger NV;;4950.51;Cash;22.53;Completed;Friendly;GB0001728574;AN8068571086;0.0000;40.7521;100.000000;0.000000;-25.400000
M&A;12/02/2001;Berkley Petroleum Corp;Anadarko Petroleum Corp;;924.73;Cash;8.30;Completed;Friendly;CA08449G1063;US0325111070;0.0000;2.2009;100.000000;0.000000;237.175995
M&A;12/02/2001;Selecta Management AG;Compass Group PLC;;496.63;Cash;8.55;Completed;Friendly;CH0006217662;GB00BD6K4575;0.0000;32.8005;66.699997;33.299999;-67.113998
M&A;12/02/2001;Salter Street Films Ltd;Alliance Atlantis Communications Inc;;59.28;Cash and Stock;9.28;Completed;Friendly;CA7959141002;CA01853E2042;0.0000;54.0762;100.000000;0.000000;23.982000
M&A;12/02/2001;Independent Media Group AB;Vision Park Entertainment AB;;11.05;Stock;198.32;Completed;Friendly;SE0000396715;SE0000640369;0.0000;133.51;100.000000;0.000000;0.066000
M&A;13/02/2001;Franked Income Fund/The;Wesfarmers Ltd;;1180.41;Stock; ;Completed;Friendly;AU000000FIF4;AU000000WES1;0.0000;-44.1031;100.000000;0.000000;0.000000
M&A;13/02/2001;Vickers Ballas Holdings Ltd;DBS Group Holdings Ltd;;254.29;Cash;9.56;Completed;Friendly;SG1L43001800;SG1L01001701;0.0000;28.4688;59.470001;0.000000;0.000000
M&A;13/02/2001;Commercial Bank of New York;North Fork Bancorporation Inc;;169.54;Cash;8.61;Completed;Friendly;US2014621088;US6594241050;0.0000;116.921;100.000000;0.000000;0.000000
M&A;14/02/2001;SierraCities.com Inc;American Express Co;;108.20;Cash;4.40;Completed;Friendly;US8265211065;US0258161092;0.0000;83.7727;100.000000;0.000000;0.000000
M&A;14/02/2001;C&B Publishing PLC;BMG Rights Management Services UK Ltd;;10.72;Cash;334.06;Completed;Friendly;GB0001592582;GB00B28TMS45;0.0000;55.3398;100.000000;0.000000;5.250344
M&A;14/02/2001;Sky City Leisure Ltd;SKYCITY Entertainment Group Ltd;;8.33;Cash; ;Completed;Friendly;NZAMGE0001S7;NZSKCE0001S2;0.0000;0;50.200001;0.000000;0.000000
M&A;14/02/2001;Sky City Leisure Ltd;SKYCITY Entertainment Group Ltd;;N/A;Cash; ;Terminated;Friendly;NZAMGE0001S7;NZSKCE0001S2;0.0000;-95.8592;49.799999;50.200001;0.000000
M&A;15/02/2001;Loews Cineplex Entertainment Corp/Old;Pacific Capital Group Inc,Oaktree Capital Group LLC (Fund: OCM Opportunities Fund IV LP),Onex Corp (Fund: Oncap LP);;1280.00;Cash;14.21;Completed;Friendly;US5404231004;;0.0000;0;100.000000;0.000000;0.000000
M&A;15/02/2001;Westfield America Inc;Westfield America Trust;;959.57;Cash;6.28;Completed;Friendly;US9599101006;AU000000WFA6;0.0000;15.5728;43.000000;57.000000;0.000000
M&A;15/02/2001;SANADA KOA Corp;Koa Corp;;23.64;Stock;0.32;Completed;Friendly;JP3470800008;JP3283400004;0.0000;-12.47;100.000000;0.000000;0.000000
INV;15/02/2001;Atea ASA;Getronics BV;;14.42;Stock;45.24;Completed;Friendly;NO0004822503;NL0000853091;0.0000;0;20.000000;13.000000;0.000000
M&A;15/02/2001;Minorplanet Systems USA Inc;Minorplanet Systems PLC;;10.00;Cash;11.53;Completed;Friendly;US6043632008;GB00B3W4T588;0.0000;0;62.400002;0.000000;0.000000
M&A;15/02/2001;Pacific Lottery Corp;Lottery & Wagering Solutions Inc;;0.86;Stock; ;Terminated;Friendly;CA6945261049;US5456931030;0.0000;0;100.000000;0.000000;0.000000
M&A;16/02/2001;Cypress Energy Inc;PrimeWest Energy Trust;;449.60;Stock;7.86;Completed;Friendly;CA2329471015;CA7419303093;0.0000;86.5553;100.000000;0.000000;115.449997
M&A;19/02/2001;Arbed SA;ArcelorMittal France SAS;;4627.10;Stock; ;Completed;Friendly;LU0006047129;FR0000185803;0.0000;72.7997;99.430000;0.000000;3712.399902
M&A;19/02/2001;Aceralia SA;ArcelorMittal France SAS;;2110.87;Stock;4.25;Completed;Friendly;ES0138991015;FR0000185803;0.0000;75.3276;94.790001;0.000000;347.661499
M&A;19/02/2001;Sulzer AG;SAICP AG;;1938.10;Cash or Stock;6.26;Terminated;Hostile;CH0038388911;CH0002860895;0.0000;0;85.000000;15.000000;-224.000000
M&A;19/02/2001;Atle AB;Ratos AB,3i Group PLC (Fund: 3i Europartners III LP);;1066.19;Cash;10.49;Completed;Friendly;SE0000195802;;0.0000;27.1781;100.000000;0.000000;2077.000000
M&A;19/02/2001;Componenta OYJ/Old;Componenta Oyj;;163.11;Cash or Stock;9.78;Completed;Friendly;FI0009900484;FI4000476783;0.0000;0;100.000000;0.000000;144.108002
M&A;19/02/2001;Oncocene Ltd;Xenova Group Ltd;;55.82;Stock; ;Completed;Friendly;GB0002768892;GB0009850008;0.0000;22.3243;100.000000;0.000000;-25.789000
M&A;19/02/2001;Name Inc;Itemus Inc;;15.05;Stock; ;Completed;Friendly;CA62986K1030;CA46564Q1037;0.0000;136.362;100.000000;0.000000;-53.331348
INV;19/02/2001;DesignEXchange Co Ltd;Creek & River Co Ltd;;1.76;Cash; ;Completed;Friendly;JP3548850001;JP3269700005;0.0000;0;20.000000;0.000000;0.000000
M&A;19/02/2001;ArcelorMittal France SAS;Arcelor SA;;N/A;Stock; ;Completed;Friendly;FR0000185803;LU0325453354;0.0000;0;97.580002;0.000000;0.000000
M&A;20/02/2001;RGS Energy Group Inc;Avangrid Inc;;2221.13;Cash or Stock;6.51;Completed;Friendly;US74956K1043;US05351W1036;0.0000;7.38881;100.000000;0.000000;855.320007
M&A;20/02/2001;New Era Of Networks Inc;Sybase Inc;;323.49;Stock; ;Completed;Friendly;US6443121008;US8711301007;0.0000;79.8547;100.000000;0.000000;-40.639999
M&A;20/02/2001;Capitec Bank Holdings Ltd;Axiam Holdings Ltd;PSG Group Ltd;21.30;Stock; ;Completed;;ZAE000035861;ZAE000027777;0.0000;;100.000000;0.000000;0.000000
M&A;20/02/2001;Perpetual Trustees Tasmania Ltd;Tasmanian Perpetual Trustees Ltd;;10.60;Stock;10.10;Completed;Friendly;AU000000PTT1;AU000000TPX3;0.0000;0;100.000000;0.000000;0.000000
M&A;21/02/2001;E.ON Sverige AB;E.ON SE;;5107.61;Cash;13.46;Completed;Friendly;SE0000114431;DE000ENAG999;0.0000;6.26018;70.599998;29.400000;20438.000000
M&A;21/02/2001;CGI Information Technology Services Inc;CGI Inc;;412.99;Stock;15.53;Completed;Friendly;US45321W1062;CA12532H1047;0.0000;52.4706;100.000000;0.000000;-26.188999
M&A;21/02/2001;Blue Wave Systems Inc;Motorola Solutions Inc;;97.32;Stock; ;Completed;Friendly;US0960811042;US6200763075;0.0000;267.962;100.000000;0.000000;-5.629000
M&A;21/02/2001;Golden Isles Financial Holdings Inc;Ameris Bancorp;;22.65;Cash and Stock;10.15;Completed;Friendly;US3810871059;US03076K1088;0.0000;12.0571;100.000000;0.000000;0.000000
M&A;21/02/2001;VivaNET Ltd;Eftel Ltd;;1.32;Cash and Stock; ;Completed;Friendly;AU000000VNT2;AU000000EFT4;0.0000;0;100.000000;0.000000;1.273000
M&A;22/02/2001;Swedbank AB;Skandinaviska Enskilda Banken AB;;7435.40;Stock; ;Terminated;Friendly;SE0000242455;SE0000148884;0.0000;-38.0901;100.000000;0.000000;399414.000000
M&A;22/02/2001;Efficient Networks Inc;Siemens AG;;1338.58;Cash;9.61;Completed;Friendly;US2820561007;DE0007236101;0.0000;65.1969;100.000000;0.000000;-102.931999
M&A;22/02/2001;Sunglass Hut International Inc;Luxottica Group SpA;;669.20;Cash;8.25;Completed;Friendly;US86736F1066;IT0001479374;0.0000;43.2039;100.000000;0.000000;194.789993
M&A;22/02/2001;Oshman's Sporting Goods Inc;Sports Authority Inc/The;;114.21;Cash and Stock;7.33;Completed;Friendly;US6882601080;US84917U1097;0.0000;42.955;100.000000;0.000000;37.200001
M&A;22/02/2001;American Bancorporation;WesBanco Inc;;76.23;Stock;9.60;Completed;Friendly;US0240764086;US9508101014;0.0000;6.13903;100.000000;0.000000;0.000000
M&A;22/02/2001;Quintus Corp;Avaya Inc;;60.00;Cash; ;Completed;Friendly;US7487981059;US0534991098;0.0000;0;100.000000;0.000000;0.000000
M&A;22/02/2001;Communicorp Corp;Cenosis Inc;;2.28;Stock; ;Terminated;Friendly;CA2029131091;CA15132N1087;0.0000;0;54.900002;0.000000;0.000000
M&A;22/02/2001;Swan Reefer ASA;Siem Shipping Inc;;N/A;Stock; ;Completed;Friendly;NO0003089609;KYG813241083;0.0000;0;100.000000;0.000000;0.000000
M&A;23/02/2001;Spieker Properties Inc;Equity Office Properties Trust;;6488.66;Cash and Stock;12.70;Completed;Friendly;US8484971036;US2947411037;0.0000;-14.4514;100.000000;0.000000;1979.729004
M&A;23/02/2001;ASI Solutions Inc;Aon PLC/UK;;115.70;Stock;8.20;Completed;Friendly;US00206F1084;GB00B5BT0K07;0.0000;-2.51947;100.000000;0.000000;0.823999
M&A;26/02/2001;Fourth Shift Corp;AremisSoft Corp;;33.05;Cash;58.19;Completed;Friendly;US3511281038;US0400261063;0.0000;72.1194;100.000000;0.000000;-6.719000
M&A;26/02/2001;First American Health Concepts Inc;Luxottica Group SpA;;24.32;Cash;39.92;Completed;Friendly;US31852M1053;IT0001479374;0.0000;26.2301;100.000000;0.000000;0.000000
M&A;28/02/2001;Ionic Energy Inc;Shiningbank Energy Income;;85.81;Cash or Stock;4.00;Completed;Friendly;CA4619191022;CA8249161008;0.0000;-18.0714;100.000000;0.000000;3.679000
M&A;28/02/2001;Raclet SCI;Trigano SA;;12.05;Stock; ;Completed;Friendly;FR0000066565;FR0005691656;0.0000;-47.6662;33.880001;66.120003;0.000000
M&A;28/02/2001;Xenometrix Inc;Infinity Pharmaceuticals Inc;;1.55;Cash;3.47;Completed;Friendly;US9841091088;US45665G3039;0.0000;83.0699;100.000000;0.000000;-0.553000
M&A;28/02/2001;Environmental Reclamation Inc;Enviro-Energy Corp;;0.89;Stock; ;Completed;Friendly;CA29407D1096;US29403E1010;0.0000;0;51.759998;0.000000;0.000000
M&A;28/02/2001;Warrants and Value Investment Trust PLC/Fund;Henderson Alternative Strategies Trust PLC/Fund;;N/A;Stock; ;Completed;Friendly;GB0009410795;GB0001216000;0.0000;0;100.000000;0.000000;0.000000
M&A;01/03/2001;Mikasa Coca-Cola Bottling;Coca-Cola Bottlers Japan Holdings Inc;;35.60;Cash;0.64;Completed;Friendly;JP3882200003;JP3293200006;0.0000;57.2588;20.360001;30.809999;0.000000
